,29.71,⸮9⸮8817.00
-409.34,30.55,14721
-411.45,29.34,14732
-411.20,28.70,14744
-409.69,28.36,14755
-409.87,29.82,14768
-408.06,32.39,14779
-408.79,32.71,14791
-407.08,30.45,14802
-409.28,29.39,14815
-412.08,28.40,14826
-413.15,28.04,14838
-409.88,29.72,14850
-409.70,31.74,14862
-406.08,31.97,14873
-407.68,30.48,14885
-410.88,29.56,14897
-412.65,28.90,14908
-408.49,28.62,14920
-409.06,30.51,14931
-411.53,32.38,14944
-405.85,31.34,14955
-407.60,29.78,14967
-411.06,28.85,14979
-412.03,28.00,14991
-412.22,28.37,15002
-409.39,30.58,15014
-408.08,32.40,15026
-406.62,31.53,15038
-407.67,30.42,15049
-410.88,29.18,15062
-411.44,28.36,15073
-407.80,28.79,15084
-411.85,31.09,15096
-403.44,32.34,15108
-407.74,30.70,15120
-411.55,29.48,15131
-410.62,28.50,15143
-413.49,28.25,15155
-408.89,29.18,15167
-406.61,31.90,15178
-410.82,32.58,15191
-405.80,30.81,15202
-408.90,29.52,15214
-414.29,28.67,15225
-409.87,28.06,15238
-409.96,29.72,15249
-412.01,31.84,15260
-402.90,32.08,15272
-405.32,30.05,15284
-414.19,29.49,15296
-411.86,28.57,15307
-409.73,28.47,15320
-409.67,30.48,15331
-407.59,32.51,15343
-409.27,31.72,15354
-407.94,29.80,15367
-409.33,28.84,15378
-412.30,28.28,15390
-410.04,28.63,15401
-410.13,30.95,15413
-409.88,32.83,15425
-404.42,31.51,15436
-406.56,30.18,15449
-412.73,29.02,15460
-411.05,28.18,15472
-410.40,28.59,15483
-409.31,31.05,15496
-409.64,32.44,15507
-405.63,31.10,15519
-408.13,29.80,15531
-412.90,28.92,15543
-411.72,28.33,15554
-408.58,29.03,15566
-410.38,31.61,15578
-406.11,32.59,15589
-406.72,30.84,15601
-412.27,29.89,15612
-410.90,28.78,15625
-409.88,27.89,15636
-410.81,29.44,15648
-409.94,31.61,15660
-407.90,32.19,15672
-406.51,30.68,15683
-410.71,29.71,15695
-411.96,28.67,15707
-411.82,28.42,15719
-410.33,30.06,15730
-408.14,32.18,15742
-407.06,31.95,15754
-406.24,30.31,15765
-411.39,29.13,15777
-412.74,28.25,15789
-410.11,28.27,15801
-410.40,30.36,15812
-411.00,32.23,15824
-406.10,31.47,15836
-408.63,30.04,15848
-411.34,29.24,15859
-410.92,28.57,15872
-411.78,29.17,15883
-407.21,30.93,15895
-408.95,32.13,15906
-407.00,30.45,15919
-409.75,29.22,15930
-413.90,28.64,15941
-410.94,28.39,15953
-407.29,29.61,15965
-413.07,31.68,15977
-406.89,32.87,15988
-405.96,30.68,16001
-411.61,29.94,16012
-410.50,28.54,16024
-410.07,28.23,16035
-413.02,29.10,16048
-408.98,31.49,16059
-407.98,31.92,16071
-408.10,30.32,16082
-408.98,29.86,16095
-411.87,29.05,16106
-410.10,28.86,16117
-409.52,30.27,16130
-411.14,32.56,16141
-406.30,31.77,16153
-404.73,30.24,16164
-413.01,28.89,16177
-409.29,28.04,16188
-410.31,27.90,16200
-411.92,30.16,16211
-407.34,32.36,16224
-409.68,31.82,16235
-406.02,30.65,16247
-408.40,29.33,16259
-411.11,28.77,16270
-410.35,28.73,16282
-409.85,31.00,16293
-407.78,32.10,16306
-407.27,30.48,16317
-412.22,29.42,16329
-412.81,28.53,16340
-411.07,28.17,16353
-408.87,29.43,16364
-411.05,31.80,16376
-407.74,32.87,16388
-404.40,31.04,16400
-410.73,29.84,16411
-414.23,28.89,16423
-409.65,28.24,16435
-411.43,29.01,16446
-408.39,31.13,16458
-404.92,31.51,16470
-410.31,30.08,16482
-411.43,29.79,16493
-409.10,29.21,16505
-410.25,29.10,16517
-410.96,30.65,16529
-409.76,32.50,16540
-407.54,31.60,16552
-404.55,30.22,16564
-410.66,28.81,16576
-413.33,28.26,16587
-411.14,28.02,16600
-409.18,30.19,16611
-409.78,32.53,16622
-408.59,32.17,16634
-407.32,30.86,16646
-410.73,29.63,16658
-411.19,28.50,16669
-410.12,28.53,16681
-411.93,30.48,16693
-408.70,32.10,16705
-402.06,30.79,16716
-412.31,29.70,16729
-412.41,28.75,16740
-410.08,28.47,16752
-409.42,29.34,16763
-409.97,31.70,16776
-405.82,32.87,16787
-408.08,31.00,16798
-409.63,29.51,16811
-411.99,28.51,16822
-410.59,27.76,16834
-411.46,29.18,16845
-410.49,31.48,16858
-409.40,32.05,16869
-404.90,30.55,16881
-410.80,29.65,16892
-411.84,29.21,16905
-411.31,28.93,16916
-407.81,30.14,16928
-408.86,32.22,16940
-408.20,31.77,16952
-408.30,29.65,16963
-407.87,28.87,16974
-412.35,28.36,16987
-411.57,28.33,16998
-410.15,30.60,17010
-410.03,32.45,17021
-409.38,32.03,17034
-410.44,30.69,17045
-413.97,29.50,17057
-409.32,28.55,17069
-408.85,28.54,17081
-411.06,30.09,17092
-408.18,31.95,17104
-407.60,30.57,17116
-410.08,29.63,17127
-410.33,29.06,17139
-410.10,28.81,17150
-411.49,29.45,17163
-410.42,31.91,17174
-406.27,32.71,17186
-404.41,31.27,17198
-412.32,29.60,17210
-411.14,28.41,17221
-410.61,27.67,17233
-410.41,28.52,17245
-408.62,31.24,17257
-409.31,32.52,17268
-405.47,31.30,17281
-409.14,30.31,17292
-408.17,29.68,17303
-411.81,28.51,17315
-410.42,29.83,17327
-409.21,31.47,17339
-407.53,31.41,17350
-406.31,29.71,17362
-409.67,28.78,17374
-412.08,28.46,17386
-410.75,28.48,17397
-407.94,30.74,17410
-408.03,32.92,17421
-404.13,32.28,17433
-408.40,30.57,17444
-411.40,29.38,17457
-412.21,28.32,17468
-411.14,28.11,17479
-410.45,30.04,17491
-406.28,31.91,17503
-406.77,31.36,17515
-410.22,30.17,17526
-411.85,29.34,17539
-408.33,28.81,17550
-409.73,29.36,17562
-411.22,31.56,17573
-408.15,32.57,17586
-404.51,30.94,17597
-410.37,29.36,17609
-411.69,28.26,17620
-413.04,27.56,17633
-411.11,28.97,17644
-407.90,31.68,17655
-408.11,32.88,17668
-408.39,31.25,17679
-407.53,30.21,17691
-409.57,29.05,17702
-412.28,28.53,17715
-409.72,29.52,17726
-410.33,31.61,17738
-410.10,31.60,17750
-403.08,29.73,17762
-409.96,28.90,17773
-416.19,28.40,17785
-411.22,28.46,17797
-407.98,30.63,17808
-409.35,33.06,17820
-406.66,32.40,17831
-409.63,30.26,17844
-409.28,29.01,17855
-412.24,28.01,17867
-412.09,27.75,17879
-409.50,30.10,17891
-407.68,32.04,17902
-405.14,31.17,17914
-410.49,30.21,17926
-412.82,29.28,17938
-410.15,28.97,17949
-407.48,29.48,17961
-409.74,31.30,17973
-411.66,32.75,17984
-405.66,30.52,17996
-408.73,29.36,18008
-411.90,28.33,18020
-413.84,27.97,18031
-411.19,28.99,18043
-409.67,31.71,18055
-407.42,32.61,18067
-404.98,31.13,18078
-411.48,30.15,18091
-412.22,28.83,18102
-408.30,28.06,18114
-410.23,29.24,18125
-412.13,31.33,18138
-408.99,31.69,18149
-404.48,30.31,18160
-408.91,29.74,18172
-411.06,29.05,18184
-413.17,28.75,18196
-406.77,30.41,18207
-409.46,32.26,18220
-407.50,32.02,18231
-410.54,30.27,18243
-411.16,29.17,18254
-409.14,28.08,18267
-412.21,28.24,18278
-412.08,30.45,18290
-405.77,32.39,18301
-406.23,31.35,18314
-408.17,30.53,18325
-410.53,29.12,18336
-413.81,28.62,18349
-407.88,28.50,18360
-407.20,30.83,18372
-411.69,32.24,18383
-406.08,30.91,18396
-408.34,29.49,18407
-414.23,28.80,18419
-408.50,28.35,18430
-409.63,29.57,18443
-412.51,31.95,18454
-405.42,32.59,18466
-403.61,30.90,18478
-409.27,29.63,18490
-412.03,28.32,18501
-414.22,27.90,18512
-409.12,29.21,18525
-408.41,31.95,18536
-409.52,32.32,18548
-406.64,30.65,18560
-407.93,29.69,18572
-410.51,28.90,18583
-411.65,28.51,18595
-410.78,29.94,18607
-408.89,31.97,18619
-404.69,31.46,18630
-409.97,30.07,18642
-412.37,29.08,18654
-411.42,28.50,18666
-408.85,28.53,18677
-409.00,30.61,18689
-408.75,32.62,18701
-408.09,31.57,18712
-408.18,30.10,18724
-409.15,28.93,18736
-413.14,28.00,18748
-412.13,28.39,18759
-407.77,30.61,18771
-409.82,32.12,18783
-405.62,31.24,18795
-407.96,30.06,18806
-413.19,28.97,18819
-412.22,28.28,18830
-407.50,29.20,18841
-411.74,31.37,18853
-409.69,32.59,18865
-405.70,30.81,18877
-407.87,29.82,18888
-413.25,28.60,18900
-412.00,28.04,18912
-411.58,29.07,18924
-408.77,31.54,18935
-408.52,32.32,18948
-405.82,30.93,18959
-409.35,30.15,18971
-412.14,28.73,18982
-409.46,28.04,18995
-410.85,29.50,19006
-408.21,31.71,19017
-406.97,31.97,19030
-409.65,30.20,19041
-410.77,29.30,19053
-410.19,28.49,19064
-412.50,28.57,19077
-408.49,30.27,19088
-409.44,32.35,19100
-406.38,31.55,19111
-407.86,29.98,19124
-411.54,29.21,19135
-412.24,28.15,19147
-408.86,28.71,19159
-410.14,30.93,19171
-409.72,32.26,19182
-406.99,31.09,19193
-410.45,29.75,19206
-409.27,28.99,19217
-411.12,28.65,19229
-412.71,29.30,19240
-407.91,31.48,19253
-409.13,32.51,19264
-404.98,30.78,19276
-407.74,29.68,19288
-414.07,28.48,19300
-411.63,28.13,19311
-407.21,29.28,19323
-411.75,31.77,19335
-409.35,32.68,19347
-404.43,31.11,19358
-408.87,30.06,19369
-409.14,28.86,19382
-414.34,28.42,19393
-409.66,29.52,19405
-408.17,31.97,19417
-405.61,31.72,19429
-408.21,30.46,19440
-412.37,29.38,19452
-411.38,28.57,19464
-406.38,28.46,19476
-409.54,30.38,19487
-410.19,32.59,19500
-405.82,31.81,19511
-406.93,30.23,19523
-409.90,29.00,19534
-412.89,28.37,19546
-411.04,28.41,19558
-410.37,30.46,19569
-409.44,32.40,19581
-407.23,30.73,19593
-406.58,29.98,19605
-412.45,28.98,19616
-411.40,28.57,19629
-409.83,29.08,19640
-410.83,31.21,19652
-409.18,32.31,19663
-406.70,30.78,19676
-408.18,29.62,19687
-413.00,28.62,19698
-411.93,28.42,19710
-409.99,29.29,19722
-410.28,31.71,19734
-411.18,32.45,19745
-407.91,30.40,19758
-412.76,29.52,19769
-410.35,28.62,19781
-411.43,28.22,19792
-409.31,29.91,19805
-409.27,32.16,19816
-407.43,32.23,19828
-407.93,30.09,19840
-409.28,29.10,19852
-412.35,28.08,19863
-411.31,27.82,19874
-411.13,29.90,19887
-408.46,32.13,19898
-405.43,32.24,19910
-406.11,30.82,19921
-411.27,29.66,19934
-412.63,28.62,19945
-412.17,28.22,19957
-406.58,29.98,19969
-410.33,31.68,19981
-410.31,30.95,19992
-405.84,29.88,20004
-410.67,29.14,20016
-411.45,28.61,20028
-407.62,29.13,20039
-413.24,31.41,20050
-409.83,32.29,20063
-403.01,31.07,20074
-409.00,29.43,20086
-411.58,28.47,20098
-413.10,27.94,20110
-410.03,29.10,20121
-410.18,31.78,20133
-407.19,32.58,20145
-405.56,30.92,20157
-410.66,29.84,20168
-412.50,29.03,20180
-409.58,28.67,20192
-410.52,29.87,20204
-408.27,31.72,20215
-403.59,31.83,20227
-409.68,29.96,20239
-411.61,29.25,20250
-411.45,28.57,20262
-409.64,28.50,20274
-407.13,30.62,20286
-409.03,32.59,20297
-408.44,31.91,20310
-405.95,30.29,20321
-411.00,29.11,20333
-411.56,28.39,20344
-409.85,28.22,20357
-411.19,30.28,20368
-411.41,31.98,20379
-403.65,31.19,20391
-409.56,30.44,20403
-411.96,29.38,20415
-408.83,28.97,20426
-410.23,28.96,20439
-410.02,31.17,20450
-409.11,32.31,20462
-407.43,30.76,20473
-405.46,29.88,20486
-409.89,28.71,20497
-413.23,28.04,20509
-409.62,28.93,20520
-410.41,31.36,20533
-403.97,32.28,20544
-408.84,31.20,20555
-411.80,29.76,20568
-409.39,29.03,20579
-410.39,28.04,20591
-410.47,29.57,20602
-408.93,31.95,20615
-407.75,31.98,20626
-406.72,30.18,20638
-410.51,29.09,20649
-413.39,28.42,20662
-412.10,28.22,20673
-409.07,30.39,20685
-407.78,32.42,20697
-406.44,32.32,20709
-408.63,30.37,20720
-411.77,29.32,20731
-410.71,28.48,20744
-410.39,27.90,20755
-410.27,30.32,20767
-410.79,32.03,20779
-406.96,31.11,20791
-406.82,30.11,20802
-411.62,29.51,20814
-411.72,28.80,20826
-410.13,29.07,20838
-408.79,31.23,20849
-410.73,32.40,20861
-405.91,31.05,20873
-407.44,29.58,20885
-411.56,29.06,20896
-410.58,28.00,20908
-411.05,28.90,20920
-408.68,31.40,20931
-406.96,32.41,20943
-406.91,31.22,20955
-409.28,29.98,20967
-413.53,29.12,20978
-409.26,28.32,20990
-410.80,29.44,21002
-410.83,31.17,21014
-406.27,31.77,21025
-406.74,30.12,21038
-411.96,29.54,21049
-410.86,28.91,21061
-411.19,28.43,21072
-409.33,30.16,21084
-407.34,32.46,21096
-407.14,32.06,21107
-408.44,30.23,21120
-409.59,29.18,21131
-413.46,28.21,21143
-410.35,28.04,21154
-409.37,30.27,21167
-411.73,32.42,21178
-406.37,31.83,21190
-405.06,30.66,21201
-409.86,29.25,21214
-413.57,28.67,21225
-411.50,28.76,21236
-406.29,30.78,21249
-409.90,32.51,21260
-408.73,30.88,21272
-405.80,29.26,21283
-412.58,28.64,21296
-409.05,28.02,21307
-412.63,29.34,21319
-408.81,31.63,21330
-404.10,32.72,21343
-409.21,31.00,21354
-411.72,29.85,21366
-410.36,28.42,21378
-411.34,28.01,21390
-407.84,29.16,21401
-410.69,31.43,21412
-409.26,32.18,21425
-405.35,30.60,21436
-410.41,29.90,21448
-411.83,29.09,21459
-408.21,28.61,21472
-410.32,30.18,21483
-410.10,31.98,21495
-404.69,31.66,21507
-409.00,29.99,21519
-411.99,29.18,21530
-410.54,28.28,21542
-411.97,28.39,21554
-408.04,30.15,21566
-410.36,32.46,21577
-409.51,31.89,21588
-404.72,30.36,21601
-408.82,29.55,21612
-413.61,28.52,21624
-408.76,28.41,21636
-412.70,30.39,21648
-409.40,31.80,21659
-406.30,31.14,21671
-411.25,30.07,21683
-408.49,29.22,21695
-411.97,28.75,21706
-409.46,29.31,21719
-409.18,31.30,21730
-408.28,32.48,21742
-406.73,30.91,21753
-409.43,29.48,21765
-415.29,28.81,21777
-411.19,28.27,21788
-408.06,29.54,21800
-410.60,31.93,21812
-407.10,32.25,21824
-404.72,30.89,21835
-411.44,29.34,21848
-411.94,28.89,21859
-409.58,28.42,21871
-413.10,30.06,21882
-409.17,31.96,21895
-404.37,31.95,21906
-407.50,30.09,21918
-413.04,29.39,21929
-411.14,28.61,21941
-410.61,28.55,21953
-410.38,30.38,21964
-409.94,32.39,21977
-408.29,31.42,21988
-406.09,30.30,22000
-410.76,29.06,22011
-411.15,28.45,22024
-410.29,28.39,22035
-412.28,30.48,22047
-409.62,32.18,22059
-407.54,31.11,22071
-410.62,30.10,22082
-411.42,29.13,22093
-412.20,28.59,22106
-407.67,28.79,22117
-409.68,31.09,22129
-410.78,32.22,22140
-405.41,30.80,22153
-409.41,29.79,22164
-412.01,28.79,22176
-411.25,28.22,22188
-410.53,29.09,22200
-411.06,31.31,22211
-403.19,32.37,22223
-407.65,30.74,22235
-412.68,29.76,22247
-410.83,28.55,22258
-408.46,28.35,22269
-410.27,29.47,22282
-408.94,31.99,22293
-410.84,31.70,22305
-404.29,30.27,22317
-408.72,29.10,22329
-413.85,28.30,22340
-413.35,28.28,22352
-408.32,30.27,22364
-409.58,32.46,22376
-405.73,31.88,22387
-406.77,30.36,22400
-412.99,29.07,22411
-410.20,28.38,22423
-409.52,27.85,22434
-412.13,30.56,22446
-408.58,32.30,22458
-405.38,31.42,22469
-408.02,30.32,22481
-413.62,29.37,22493
-411.73,28.29,22505
-407.08,29.02,22516
-409.77,30.65,22529
-410.20,32.36,22540
-406.60,30.75,22552
-411.07,29.82,22563
-410.45,28.64,22576
-408.21,28.45,22587
-412.60,29.24,22599
-412.11,31.85,22610
-405.63,32.55,22622
-404.59,31.18,22634
-411.21,29.99,22645
-414.79,28.70,22658
-409.15,27.96,22669
-408.47,29.35,22681
-410.77,31.50,22692
-410.20,31.98,22705
-406.47,30.65,22716
-409.61,29.64,22728
-409.13,29.25,22739
-413.01,28.71,22752
-411.51,30.33,22763
-409.99,31.88,22775
-407.11,31.36,22787
-405.96,29.63,22798
-412.35,28.82,22810
-414.12,28.17,22821
-409.27,28.42,22834
-409.83,30.65,22845
-409.22,32.96,22857
-405.86,31.89,22868
-407.24,29.89,22881
-412.69,28.90,22892
-413.13,28.05,22904
-409.78,28.46,22916
-409.40,31.00,22928
-407.75,32.36,22939
-405.43,31.10,22951
-413.99,29.79,22963
-411.20,28.78,22974
-407.73,28.00,22986
-411.99,29.60,22998
-410.67,31.64,23010
-407.93,32.97,23021
-405.37,30.92,23033
-407.07,29.64,23045
-412.87,28.78,23057
-415.29,27.77,23068
-408.56,29.00,23080
-408.19,31.41,23092
-410.00,31.88,23104
-408.26,30.62,23115
-411.39,29.79,23128
-410.25,28.92,23139
-408.04,28.50,23150
-411.63,29.85,23162
-408.65,32.03,23174
-409.84,31.42,23186
-405.02,29.94,23197
-407.92,29.19,23209
-414.41,28.63,23221
-407.40,28.52,23233
-409.48,30.39,23244
-407.70,32.52,23257
-405.76,31.47,23268
-412.10,30.23,23280
-409.62,28.88,23291
-408.59,28.51,23304
-412.78,28.78,23315
-410.43,30.88,23326
-408.88,32.08,23339
-404.93,30.77,23350
-409.19,29.87,23362
-413.89,29.04,23373
-411.89,28.75,23386
-408.75,29.40,23397
-408.84,31.57,23409
-408.74,32.59,23420
-406.56,30.57,23433
-410.80,29.40,23444
-410.22,28.47,23456
-409.81,28.19,23468
-412.83,29.43,23479
-410.80,31.88,23491
-408.82,32.54,23502
-403.85,30.54,23515
-409.16,29.52,23526
-412.54,28.83,23538
-411.30,28.06,23549
-408.91,29.90,23562
-409.79,32.04,23573
-410.32,32.07,23585
-407.21,30.19,23597
-408.47,29.13,23609
-409.93,28.58,23620
-410.61,28.54,23632
-410.70,30.57,23644
-406.14,32.36,23655
-405.38,31.53,23667
-410.35,30.02,23678
-411.86,28.76,23691
-409.91,28.19,23702
-409.67,28.45,23714
-409.45,30.83,23726
-409.05,32.57,23738
-406.35,31.32,23749
-409.03,30.28,23761
-412.20,29.26,23773
-411.61,28.35,23785
-410.62,28.97,23796
-408.84,30.86,23809
-409.70,32.00,23820
-407.51,30.51,23831
-409.36,29.71,23843
-411.50,28.68,23855
-410.54,28.75,23867
-409.38,29.89,23878
-412.06,32.05,23890
-407.29,32.44,23902
-406.01,30.73,23914
-409.74,29.21,23925
-413.03,28.31,23938
-412.06,27.79,23949
-412.06,29.57,23961
-408.96,31.91,23972
-409.04,31.97,23985
-404.26,30.74,23996
-410.64,29.25,24007
-412.02,28.79,24019
-408.78,28.60,24031
-409.94,30.51,24043
-408.85,32.24,24054
-406.42,31.17,24067
-409.39,29.63,24078
-412.94,28.39,24090
-412.09,28.23,24101
-408.43,28.70,24114
-408.78,31.45,24125
-408.07,32.89,24137
-404.49,31.46,24148
-410.20,30.04,24161
-411.28,28.74,24172
-411.98,28.22,24183
-409.99,28.51,24196
-410.51,31.06,24207
-407.71,31.84,24219
-406.72,30.63,24230
-409.67,29.77,24243
-412.27,29.26,24254
-410.54,28.86,24266
-409.64,29.93,24278
-409.80,31.86,24290
-408.93,31.94,24301
-406.36,30.32,24313
-409.63,29.04,24325
-409.74,28.52,24337
-411.08,28.19,24348
-410.41,30.04,24359
-411.09,31.78,24372
-407.13,31.99,24383
-409.49,30.54,24395
-413.29,29.55,24407
-410.55,28.78,24419
-407.40,28.31,24430
-410.33,30.12,24442
-409.01,32.16,24454
-406.69,31.11,24466
-409.80,30.09,24477
-410.35,28.80,24489
-412.31,28.55,24501
-410.82,28.74,24513
-410.89,30.96,24524
-408.32,32.57,24536
-403.28,31.35,24548
-409.29,30.06,24559
-413.33,29.02,24571
-411.61,28.19,24583
-409.96,28.64,24595
-409.73,31.09,24606
-408.35,32.37,24619
-407.05,31.00,24630
-409.28,29.90,24642
-410.41,29.08,24653
-411.57,28.46,24666
-410.17,29.54,24677
-409.33,31.64,24688
-409.13,32.32,24700
-404.82,30.39,24712
-409.77,29.18,24724
-412.76,28.34,24735
-410.57,28.06,24748
-410.30,29.80,24759
-410.33,32.11,24771
-405.89,32.26,24782
-408.01,30.75,24795
-411.21,29.54,24806
-412.62,28.91,24818
-410.02,28.18,24829
-409.53,29.93,24842
-409.40,31.88,24853
-406.54,31.11,24864
-410.57,30.16,24877
-413.29,29.02,24888
-409.73,28.92,24900
-410.41,29.05,24911
-410.66,31.35,24924
-407.90,32.77,24935
-404.93,31.36,24947
-408.65,29.99,24958
-411.12,28.62,24971
-413.64,28.05,24982
-410.03,28.23,24994
-409.72,30.80,25006
-409.22,32.45,25018
-407.06,31.39,25029
-408.82,30.57,25040
-409.65,29.20,25053
-410.46,28.81,25064
-410.57,29.24,25076
-409.69,31.42,25088
-409.44,31.97,25100
-406.14,30.21,25111
-408.97,29.33,25123
-412.70,28.64,25135
-412.34,28.50,25147
-408.66,30.41,25158
-409.04,32.71,25170
-405.15,32.58,25182
-408.44,30.51,25194
-410.56,28.85,25205
-411.41,28.01,25217
-411.52,27.83,25229
-410.30,30.01,25240
-408.41,32.25,25252
-405.03,31.89,25264
-407.18,30.46,25276
-411.04,29.42,25287
-412.94,28.77,25299
-408.43,28.76,25311
-408.98,30.64,25323
-410.55,32.38,25334
-406.98,31.03,25347
-409.58,29.66,25358
-411.14,28.57,25370
-410.82,28.13,25381
-411.55,29.01,25393
-409.96,31.06,25405
-408.43,32.80,25416
-405.94,30.98,25428
-409.02,30.16,25440
-411.68,29.04,25452
-412.99,28.25,25463
-407.43,29.35,25476
-409.73,31.28,25487
-411.33,32.17,25499
-406.88,30.18,25510
-407.54,29.60,25523
-412.85,28.53,25534
-409.30,28.33,25546
-410.32,29.95,25558
-407.73,32.04,25569
-405.19,32.35,25581
-410.89,30.78,25592
-409.79,29.56,25605
-410.90,28.63,25616
-410.13,28.01,25628
-410.59,29.72,25639
-411.62,31.61,25652
-407.37,31.57,25663
-406.17,30.18,25675
-411.97,29.50,25687
-411.97,29.12,25699
-410.27,29.22,25710
-408.65,30.77,25722
-409.16,32.61,25734
-405.01,31.12,25745
-410.04,29.86,25757
-414.74,28.42,25768
-410.47,27.59,25781
-409.41,28.20,25792
-412.79,31.04,25804
-409.78,32.90,25816
-405.45,31.61,25828
-407.39,30.69,25839
-409.83,29.52,25851
-412.81,28.56,25863
-410.52,28.97,25875
-408.67,30.70,25886
-411.32,31.70,25897
-406.63,29.83,25910
-408.64,29.18,25921
-412.33,28.77,25933
-409.75,28.50,25945
-411.87,30.52,25957
-407.52,32.40,25968
-405.65,32.56,25980
-409.29,30.44,25992
-410.93,29.30,26004
-411.61,28.29,26015
-412.21,28.00,26028
-408.98,29.72,26039
-411.04,31.62,26051
-406.78,31.81,26062
-406.53,30.24,26074
-412.26,29.58,26086
-410.96,28.94,26097
-408.75,28.94,26109
-410.39,30.82,26121
-409.63,32.38,26133
-405.93,31.35,26144
-409.15,29.52,26157
-410.32,28.25,26168
-412.22,27.86,26180
-410.25,28.69,26191
-409.93,31.16,26204
-409.96,33.41,26215
-406.40,31.86,26227
-406.27,30.61,26238
-412.79,29.15,26250
-411.65,28.08,26262
-410.38,28.81,26273
-411.18,30.55,26286
-408.45,32.03,26297
-407.06,30.26,26309
-409.06,29.69,26320
-410.29,28.86,26333
-411.01,28.90,26344
-410.68,29.83,26356
-409.46,32.12,26368
-404.66,32.37,26380
-406.91,30.64,26391
-412.61,29.45,26403
-413.57,28.49,26415
-410.03,27.88,26426
-408.99,29.61,26438
-410.71,31.77,26449
-408.23,31.87,26462
-407.27,30.82,26473
-408.73,29.54,26485
-410.91,29.33,26497
-410.97,28.75,26509
-409.74,30.48,26520
-408.27,31.74,26532
-405.92,31.13,26544
-407.66,29.48,26556
-413.72,28.56,26567
-412.59,28.18,26579
-409.40,28.59,26591
-410.04,31.08,26602
-411.36,32.82,26614
-405.21,31.87,26626
-405.79,30.47,26638
-410.83,29.10,26649
-411.34,28.17,26661
-412.52,28.41,26673
-410.43,30.47,26685
-407.42,31.94,26696
-407.29,30.68,26708
-409.78,29.85,26720
-410.45,29.30,26732
-408.57,28.94,26743
-409.55,29.94,26756
-410.35,32.05,26767
-405.25,32.33,26778
-406.34,30.31,26790
-411.82,28.78,26802
-413.67,28.07,26814
-411.17,27.83,26825
-410.48,29.75,26838
-407.96,32.28,26849
-407.64,32.55,26861
-406.84,31.35,26872
-409.67,29.68,26885
-410.17,29.09,26896
-411.65,27.98,26908
-411.53,29.71,26919
-410.24,31.34,26931
-404.96,31.21,26943
-407.59,29.92,26954
-412.84,29.10,26967
-411.71,28.76,26978
-408.51,28.87,26990
-410.40,31.25,27001
-409.09,32.77,27014
-408.69,31.60,27025
-407.20,29.77,27037
-409.40,28.52,27048
-413.55,27.57,27061
-411.73,27.94,27072
-409.43,30.58,27084
-411.23,32.52,27096
-408.96,31.40,27107
-411.77,30.06,27119
-411.01,29.06,27130
-405.65,27.97,27143
-413.01,29.37,27154
-410.03,31.30,27166
-407.96,32.37,27177
-407.49,30.36,27190
-409.91,29.19,27201
-412.26,28.46,27213
-415.03,27.78,27225
-406.45,29.65,27237
-409.25,31.91,27248
-406.21,32.54,27260
-409.69,30.82,27272
-410.65,29.77,27283
-410.57,28.57,27295
-408.64,28.07,27307
-411.71,30.00,27319
-411.36,31.56,27330
-406.29,31.25,27342
-404.85,29.91,27354
-411.73,29.17,27366
-413.41,28.68,27377
-411.86,28.48,27389
-407.72,31.12,27401
-408.56,32.72,27413
-406.90,31.82,27424
-408.29,30.25,27437
-409.84,28.99,27448
-412.32,28.05,27459
-408.53,28.30,27471
-411.62,30.64,27483
-408.02,31.83,27495
-404.86,30.84,27506
-411.78,30.01,27518
-412.56,29.17,27530
-409.77,29.05,27542
-409.76,29.57,27553
-408.94,31.67,27566
-405.71,32.26,27577
-410.36,30.13,27589
-410.25,29.19,27600
-412.75,28.09,27613
-409.21,27.79,27624
-412.97,29.45,27635
-411.22,31.97,27648
-405.13,32.42,27659
-404.51,30.95,27671
-412.62,29.79,27682
-411.78,29.09,27695
-412.21,27.83,27706
-409.04,29.81,27718
-410.45,31.76,27729
-408.37,31.28,27742
-409.58,29.87,27753
-408.50,29.19,27765
-411.77,28.72,27777
-411.91,29.05,27788
-409.56,31.15,27800
-408.57,32.80,27811
-408.80,31.29,27824
-403.32,29.81,27835
-412.54,28.23,27847
-413.59,28.04,27858
-410.24,28.26,27871
-412.01,31.13,27882
-406.87,32.92,27894
-406.23,31.37,27906
-409.91,30.47,27918
-410.61,29.24,27929
-409.56,28.30,27941
-412.41,29.12,27953
-408.10,30.82,27964
-408.17,32.12,27976
-405.47,30.43,27987
-413.79,29.37,28000
-411.70,28.88,28011
-408.93,28.23,28023
-408.28,29.77,28035
-412.21,31.94,28047
-406.21,32.45,28058
-407.93,30.43,28070
-408.86,29.55,28082
-412.03,28.65,28094
-413.51,27.59,28105
-411.60,29.43,28118
-407.61,31.48,28129
-409.26,32.09,28140
-406.12,30.47,28152
-410.48,29.95,28164
-413.51,29.08,28176
-409.47,28.60,28187
-408.08,30.47,28199
-412.89,32.03,28211
-407.67,31.22,28223
-405.70,29.69,28234
-409.83,28.56,28247
-412.80,28.33,28258
-410.24,28.42,28270
-408.99,31.16,28281
-407.88,32.67,28294
-404.47,31.66,28305
-411.11,30.38,28316
-412.42,29.18,28328
-409.40,28.37,28340
-410.82,28.71,28352
-411.11,30.75,28363
-407.82,32.05,28376
-406.64,30.11,28387
