txt,MediaLift,MediaDrag
Raw Data\V00.00.txt,171.85716173120736,1525.432841530056
Raw Data\V11.04.txt,173.02557832422605,1523.8435954545444
Raw Data\V15.65.txt,173.42744758432116,1520.9335409090945
Raw Data\V27.76.txt,175.8104661791592,1506.7590282846697
Raw Data\V33.96.txt,177.68667276051175,1495.1571305138714
Raw Data\V38.35.txt,179.19422010004538,1486.0685759781584
Raw Data\V40.40.txt,179.87653776160192,1482.2743331816068
Raw Data\V45.80.txt,182.44939545454557,1463.9638017280572
Raw Data\V49.7.txt,184.32347430650287,1452.5612147406746
