961511.00
7868.00
-407.22,26.34,1134
-410.32,26.57,1135
-415.99,27.01,1137
-409.56,26.94,1148
-409.58,26.96,1160
-414.12,27.00,1171
-410.32,26.61,1183
-412.47,26.28,1195
-413.94,26.38,1207
-409.40,26.59,1218
-412.30,27.17,1230
-412.54,27.80,1242
-408.23,27.51,1254
-411.36,27.20,1265
-413.56,26.71,1276
-409.97,25.98,1289
-412.59,25.83,1300
-413.84,26.19,1312
-410.35,26.63,1324
-411.96,27.04,1336
-413.83,27.54,1347
-409.81,27.60,1359
-410.78,27.20,1371
-412.37,27.20,1383
-411.42,26.63,1394
-411.43,26.38,1406
-411.68,26.54,1418
-411.24,26.43,1429
-412.24,26.65,1441
-413.54,26.81,1453
-411.85,26.61,1465
-409.72,26.54,1476
-412.29,26.75,1488
-413.04,27.08,1500
-410.80,27.34,1512
-410.68,27.82,1523
-412.13,27.32,1536
23.50,26.72,1547
8890.52,26.29,1559
-410.67,25.68,1570
-412.11,25.88,1582
-414.48,26.36,1594
-410.62,26.89,1605
-408.98,27.40,1617
-413.16,27.77,1629
-410.14,27.43,1641
-409.48,27.21,1652
-413.79,27.02,1665
-412.50,26.45,1676
-409.63,26.30,1688
-413.08,26.34,1699
-413.21,26.39,1712
-409.30,26.49,1723
-413.38,26.76,1735
-413.57,26.63,1746
-408.60,26.78,1758
-412.76,27.31,1770
-414.37,27.28,1781
-408.20,27.39,1794
-412.33,27.48,1805
-414.12,26.93,1817
-409.02,26.22,1828
-412.72,26.27,1841
-414.50,25.94,1852
-409.70,25.91,1864
-412.72,26.75,1875
-414.23,27.09,1888
-408.64,27.40,1899
-411.40,27.57,1910
-412.31,27.21,1923
-408.21,26.90,1934
-413.31,26.77,1946
-409.78,26.37,1957
-412.37,26.31,1970
-413.90,26.61,1981
-410.42,26.52,1993
-411.17,26.72,2004
-413.10,27.07,2017
-412.17,26.98,2028
-410.10,27.17,2040
-411.77,27.05,2052
-414.10,26.90,2063
-410.03,26.68,2075
-410.84,26.70,2086
-413.73,26.67,2099
-409.81,26.58,2110
-411.12,26.75,2122
-414.85,26.57,2134
-409.26,26.78,2146
-411.67,27.09,2157
-415.32,27.19,2169
-408.33,27.30,2181
-411.80,27.16,2193
-414.56,26.92,2204
-408.58,26.40,2215
-412.05,26.63,2228
-414.98,26.58,2239
-408.89,26.46,2251
-411.12,27.00,2263
-414.46,27.00,2275
-410.98,26.99,2286
-411.08,27.17,2298
-411.58,26.95,2310
-411.44,26.68,2322
-412.17,26.70,2333
-413.45,26.60,2345
-412.14,26.32,2357
-411.00,26.81,2368
-412.31,27.03,2380
-410.11,26.91,2392
-411.79,27.31,2404
-413.20,27.01,2415
-409.52,26.82,2427
-411.84,26.97,2439
-414.01,26.65,2451
-409.10,26.47,2462
-412.74,26.47,2475
-414.82,26.65,2486
-409.39,26.41,2498
-411.68,26.90,2509
-413.08,27.31,2521
-408.71,27.09,2533
-411.62,27.32,2544
-413.13,26.99,2556
-408.67,26.44,2568
-411.97,26.52,2580
-415.05,26.66,2591
-412.39,26.41,2604
-410.75,26.27,2615
-412.95,26.69,2627
-413.58,26.85,2638
-411.17,27.37,2651
-411.20,27.64,2662
-410.33,27.41,2673
-409.40,27.37,2685
-412.77,26.75,2697
-413.90,26.04,2709
-410.25,25.80,2720
-414.26,25.87,2733
-412.18,26.36,2744
-411.11,26.70,2756
-412.02,27.34,2767
-409.61,27.62,2780
-412.21,27.70,2791
-412.19,27.53,2803
-406.91,26.99,2814
-410.97,26.81,2826
-414.89,26.33,2838
-410.42,26.22,2849
-411.69,26.32,2862
-414.03,26.46,2873
-409.64,26.62,2885
-411.95,26.95,2896
-414.90,27.39,2909
-409.69,27.41,2920
-408.10,27.52,2932
-414.21,27.63,2944
-412.15,27.01,2956
-409.00,26.73,2967
-413.66,26.33,2978
-413.16,25.77,2991
-411.02,26.05,3002
-413.89,26.22,3014
-412.66,26.47,3025
-408.75,27.25,3038
-414.26,27.79,3049
-411.90,27.75,3061
-407.62,27.55,3073
-414.05,27.59,3085
-412.14,26.60,3096
-408.26,26.04,3108
-414.14,26.00,3120
-408.92,25.48,3131
-414.18,26.27,3143
-413.46,26.91,3154
-408.14,27.08,3167
-411.78,27.60,3178
-413.89,27.71,3190
-409.51,27.58,3202
-410.79,27.34,3214
-414.28,27.19,3225
-410.22,26.50,3237
-411.25,26.13,3249
-414.82,26.08,3261
-411.60,25.80,3272
-411.09,26.34,3283
-415.36,26.90,3296
-410.93,27.13,3307
-408.08,27.47,3319
-414.77,27.89,3331
-410.67,27.59,3343
-408.82,27.37,3354
-415.20,26.99,3366
-412.51,25.97,3378
-409.13,25.92,3390
-414.10,25.99,3401
-414.35,26.17,3414
-410.02,27.13,3425
-411.34,27.67,3436
-412.18,27.66,3448
-409.70,27.45,3460
-410.69,27.35,3472
-413.41,26.72,3483
-410.43,26.49,3495
-410.74,26.61,3507
-411.12,26.35,3519
-411.39,26.52,3530
-413.91,26.55,3543
-408.98,26.43,3554
-409.60,26.71,3566
-415.90,27.32,3577
-410.13,27.28,3589
-408.29,27.36,3601
-414.57,27.47,3612
-411.98,26.86,3624
-408.88,26.62,3636
-413.49,26.56,3648
-412.73,26.16,3659
-408.60,26.14,3672
-413.12,26.71,3683
-413.48,26.91,3695
-409.32,27.20,3706
-411.65,27.51,3719
-413.19,27.23,3730
-410.36,26.90,3741
-412.37,26.83,3753
-412.55,26.44,3765
-411.50,26.18,3777
-413.55,26.81,3788
-411.45,26.69,3801
-409.61,26.73,3812
-413.30,27.19,3824
-412.26,26.88,3835
-410.09,26.84,3848
-411.21,26.88,3859
-413.53,26.60,3871
-411.35,26.52,3883
-410.80,26.94,3894
-411.84,26.98,3906
-410.18,26.84,3917
-413.40,27.13,3930
-410.65,26.78,3941
-409.12,26.59,3953
-414.94,26.83,3964
-412.44,26.74,3977
-409.36,26.88,3988
-412.95,27.13,4000
-411.66,27.05,4012
-411.17,26.91,4024
-414.47,26.52,4035
-411.13,26.41,4046
-409.71,26.72,4059
-414.27,27.30,4070
-412.44,27.34,4082
-409.23,27.11,4093
-410.69,27.16,4106
-412.27,26.82,4117
-411.45,26.66,4129
-411.01,26.64,4141
-414.10,26.44,4153
-409.87,26.46,4164
-410.64,26.50,4176
-415.66,26.88,4188
-409.96,26.93,4199
-407.78,27.27,4211
-413.57,27.61,4222
-410.58,27.22,4235
-410.75,27.08,4246
-415.26,26.74,4258
-409.00,26.55,4270
-410.45,26.56,4282
-416.74,26.52,4293
-408.54,26.47,4305
-415.53,26.65,4317
-412.11,27.03,4329
-408.74,27.36,4340
-412.37,27.37,4352
-411.77,27.40,4364
-408.28,27.11,4375
-411.89,26.80,4387
-415.01,26.49,4399
-410.64,26.02,4411
-411.30,26.13,4422
-413.97,26.10,4434
-410.69,26.63,4446
-410.62,27.09,4458
-414.50,27.42,4469
-409.69,27.58,4482
-409.91,27.42,4493
-414.61,27.40,4504
-410.27,26.87,4516
-410.06,26.88,4528
-413.74,26.34,4540
-412.11,25.93,4551
-412.07,26.41,4563
-414.12,26.36,4575
-410.92,26.66,4587
-410.82,27.22,4598
-413.39,27.35,4611
-411.32,27.34,4622
-409.15,27.66,4634
-412.22,27.44,4645
-411.60,26.70,4657
-410.55,26.58,4669
