⸮08014.00
-307138.00
-306096,808372,1055
-306987,808022,1056
-307759,807688,1064
-306854,807370,1077
-307256,807299,1088
-306419,807693,1099
-306788,807909,1111
-307787,808164,1123
-306856,808277,1134
-306571,808065,1146
-306956,807794,1158
-306996,807446,1170
-308767,807557,1181
-307998,807772,1193
-305867,808124,1205
-307323,808291,1217
-307338,808080,1228
-307528,807874,1241
-308065,807483,1252
-306300,807324,1264
-307443,807489,1275
-308257,807678,1288
-306140,807824,1299
-306596,807791,1311
-307154,807634,1323
-306382,807581,1335
-308079,807541,1346
-308032,807586,1358
-306626,807694,1370
-307579,807705,1382
-307260,807696,1393
-307167,807525,1405
-306545,807467,1417
-307625,807460,1429
-307747,807586,1440
-307028,807721,1453
-307738,807615,1464
-307037,807741,1476
-306947,807776,1487
-308377,807863,1500
-307514,807683,1511
-307205,807533,1523
-307509,807496,1534
-307403,807419,1547
-308478,807507,1558
-307678,807674,1570
-306453,807902,1582
-307285,807893,1594
-307694,807824,1605
-307460,807867,1617
-307009,807791,1629
-307127,807745,1641
-307004,807734,1652
-306946,807581,1665
-307651,807674,1676
-307009,807772,1688
-306913,808070,1699
-306841,808218,1712
-307063,808242,1723
-307046,808135,1735
-307619,807737,1746
-307412,807421,1759
-307794,807290,1770
-307309,807420,1782
-307372,807844,1794
-307145,808304,1806
-306827,808455,1817
-307320,808225,1829
-307325,807763,1841
-307302,807491,1853
-307186,807324,1864
-307916,807477,1876
-308632,807639,1888
-307383,808037,1900
-306685,808117,1911
-307093,808113,1924
-307208,807938,1935
-307565,807471,1947
-307458,807235,1958
-306475,807147,1971
-307161,807377,1982
-307762,807603,1994
-307517,807683,2006
-307495,807787,2018
-306452,807758,2029
-307565,807610,2041
-307825,807439,2053
-307162,807099,2065
-307435,807133,2076
-307027,807177,2088
-307601,807589,2100
-307431,807951,2112
-305973,808041,2123
-306919,807893,2136
-307263,807535,2147
-307568,807288,2159
-307647,807079,2170
-306248,807321,2183
-306988,807831,2194
-307571,808083,2206
-307575,808171,2217
-306671,808003,2230
-305883,807638,2241
-307073,807343,2253
-308118,807347,2265
-307539,807614,2277
-306862,807854,2288
-307019,808254,2300
-307030,808334,2312
-307382,808224,2324
-307276,807853,2335
-307469,807548,2348
-306992,807562,2359
-307419,807637,2371
-307309,808022,2382
-305634,808088,2395
-306591,807981,2406
-307633,807866,2418
-306816,807685,2429
-306594,807538,2442
-306457,807490,2453
-306958,807627,2465
-307829,807760,2477
-306958,807692,2489
-306702,807695,2500
-306833,807743,2512
-307502,807700,2524
-308041,807451,2536
-307040,807376,2547
-306800,807459,2560
-306746,807536,2571
-307521,807526,2583
-308482,807326,2594
-307162,807322,2607
-306868,807547,2618
-307691,807607,2630
-308168,807644,2641
-306977,807658,2654
-306928,807359,2665
-307721,807207,2677
-308498,807042,2689
-307124,807236,2700
-306905,807550,2712
-307349,807748,2723
-307194,807945,2736
-307421,807723,2747
-306962,807591,2759
-306684,807455,2770
-307230,807300,2783
-307720,807342,2794
-306631,807489,2806
-305749,807676,2818
-307113,807933,2830
-308008,807883,2841
-307540,807796,2853
-306922,807621,2865
-306673,807620,2877
-306987,807664,2888
-307854,807833,2900
-307148,807947,2912
-306158,807893,2924
-306751,807967,2935
-307110,807859,2948
-308120,807886,2959
-307231,807784,2971
-306547,807847,2982
-308006,807940,2995
-307753,807799,3006
-306322,807707,3018
-306132,807721,3030
-307228,807889,3042
-308604,808035,3053
-307502,807807,3065
-306458,807712,3077
-306749,807483,3089
-307417,807494,3100
-308144,807542,3112
-307147,807623,3124
-306398,807698,3136
-306772,807711,3147
-307977,807642,3160
-307671,807264,3171
-306817,807118,3183
-306915,807189,3194
-307368,807473,3207
-308010,807595,3218
-306950,807616,3230
-305972,807498,3241
-306549,807562,3254
-307565,807334,3265
-307828,807322,3277
-307108,807498,3289
-306884,807532,3301
-308196,807528,3312
-308245,807523,3324
-306836,807657,3336
-305545,807689,3348
-307029,807988,3359
-308717,807988,3372
-307371,807746,3383
-306156,807557,3395
-306542,807405,3406
-307013,807596,3419
-308182,807841,3430
-307284,807826,3442
-306065,807914,3453
-306448,808012,3466
-307367,808056,3477
-308053,807970,3489
-307622,807795,3501
-306038,807733,3513
-306634,807778,3524
-308254,808077,3536
-306950,808246,3548
-306211,808226,3560
-306676,808017,3571
-306783,807803,3584
-307434,807843,3595
-307128,807717,3607
-306453,807752,3618
-307619,807900,3631
-307668,807903,3642
-307024,807823,3654
-307092,807521,3665
-307027,807745,3678
-307628,807693,3689
-307720,807738,3701
-306658,807889,3713
-306040,807878,3725
-307643,807806,3736
-307983,807497,3748
-307010,807470,3760
-307288,807333,3772
-306967,807411,3783
-306810,807644,3795
-307314,807868,3807
-306582,807896,3819
-306357,807739,3830
-307693,807478,3843
-307427,807265,3854
-306974,807118,3866
-307266,807341,3877
-306741,807641,3890
-307213,807793,3901
-307851,807832,3913
-306925,807704,3924
-307520,807633,3937
-307533,807492,3948
-306808,807465,3960
-306863,807569,3972
-306879,807591,3984
-306854,807846,3995
-307304,807889,4007
-307403,807907,4019
-306781,807844,4031
-306956,807731,4042
-307500,807702,4055
-306740,807658,4066
-307013,807816,4078
-307268,807797,4089
-307018,807799,4102
-307790,807855,4113
-307630,807756,4125
-306504,807967,4136
-306796,808018,4149
-307307,808026,4160
-307038,808059,4172
-306920,807832,4184
-307523,807833,4196
-307190,807823,4207
-307188,807920,4219
-307769,807974,4231
-306788,807991,4243
-307189,808011,4254
-307329,807701,4267
-306985,807720,4278
-306719,807652,4290
-306843,807610,4301
-307413,807679,4314
-307181,807691,4325
-306722,807731,4337
-307021,807663,4348
-307208,807915,4361
-307763,807738,4372
-306882,807475,4384
-306879,807320,4396
-307456,807472,4408
-307418,807695,4419
-307105,807580,4431
-307135,807560,4443
-306841,807695,4455
-306170,807637,4466
-307876,807539,4478
-307808,807376,4490
-306091,807521,4502
-306521,807640,4513
-307359,807612,4525
-307141,807714,4537
-306388,807736,4548
-307147,807800,4560
-307136,807894,4573
-307504,807857,4584
-307085,807477,4595
-307251,807504,4608
-306877,807780,4619
-307061,807831,4631
-307520,807921,4642
-306452,807872,4655
-306134,807842,4666
-307536,807923,4678
-307738,807981,4689
-306040,807988,4702
-306774,807900,4713
-307770,807734,4725
-307383,807879,4737
-307474,807909,4749
-307145,808003,4760
-306640,808144,4772
-306252,808074,4784
-306888,807779,4796
-307477,807627,4807
-306874,807434,4819
-307130,807593,4831
-307921,807697,4843
-307492,807940,4854
-306437,808094,4867
-306397,808057,4878
-306900,807786,4890
-307173,807448,4901
-306986,807480,4914
-307140,807407,4925
-306685,807705,4937
-306872,807747,4948
-307299,807904,4961
-306977,807812,4972
-306713,807515,4984
-307529,807357,4996
-307886,807357,5008
-307222,807482,5019
-307472,807619,5031
-307474,807673,5043
-306596,807865,5055
-307150,807927,5066
-307720,807774,5079
-306922,807599,5090
-307532,807368,5102
-307334,807426,5113
-306551,807615,5126
-307550,807737,5137
-307417,807817,5149
-306901,807681,5160
-307028,807603,5173
-306099,807551,5184
-307481,807713,5196
-306908,807717,5208
-306694,807686,5220
-306643,807846,5231
-306405,807773,5243
-307651,807811,5255
-307568,807728,5267
-306168,807927,5278
-307471,807971,5291
-307776,808055,5302
-307034,808115,5314
-307204,807925,5325
-306721,807829,5338
-307108,807866,5349
-307050,807881,5361
-306896,807938,5372
-307242,807927,5385
-306922,807905,5396
-306939,807953,5408
-308043,807824,5420
-307787,807853,5432
-306196,807805,5443
-306877,807672,5455
-307513,807518,5467
-306874,807637,5479
-306923,807754,5490
-307453,807807,5502
-307299,807924,5514
-306948,807811,5526
-306769,807783,5537
-307174,807746,5550
-307664,807641,5561
-307380,807582,5573
-306692,807484,5584
-307415,807694,5597
-308085,807742,5608
-307186,807667,5620
-307158,807598,5632
-307089,807493,5644
-306861,807540,5655
-307595,807402,5667
-308205,807261,5679
-306921,807289,5691
-306017,807440,5702
-307297,807729,5714
-307374,807759,5726
-307025,807807,5738
-307267,807657,5749
-306565,807493,5762
-306908,807658,5773
-307612,807635,5785
-307017,807572,5796
-306628,807675,5809
-306568,807996,5820
-307543,808147,5832
-307951,807925,5843
-306257,807795,5856
-307302,807571,5867
-308346,807484,5879
-307069,807645,5891
-306640,807835,5903
-307371,808040,5914
-307090,808178,5926
-306901,808348,5938
-307548,808191,5950
-306807,807987,5961
-306408,807904,5974
-306686,807672,5985
-307466,807840,5997
-307259,807933,6008
-305820,808101,6021
-306660,808109,6032
-307593,808104,6044
-306794,807946,6055
-306308,807632,6068
-307274,807542,6079
-307180,807633,6091
-307695,807652,6103
-307752,807733,6115
-306100,807905,6126
-307553,807889,6138
-307438,807787,6150
-307494,807618,6162
-306342,807564,6173
-307198,807408,6185
-308240,807409,6197
-306542,807445,6209
-306253,807641,6220
-307648,807699,6233
-307250,807622,6244
-307178,807723,6256
-307072,807640,6267
-306167,807435,6280
-307165,807530,6291
-307843,807411,6303
-306932,807508,6315
-306954,807663,6327
-306562,807820,6338
-307717,807962,6349
-308213,807865,6362
-305923,807771,6373
-306487,807718,6385
-307547,807698,6396
-306942,807677,6409
-308679,807686,6420
-307179,807826,6432
-305160,807972,6444
-307583,808096,6456
-306488,808141,6467
-306949,807925,6479
-306397,807820,6491
-308142,807556,6503
-308104,807630,6514
-306406,807608,6526
-306200,807938,6538
-307012,808338,6550
-307089,808471,6561
-307814,808183,6574
-306133,807814,6585
-305781,807713,6597
-308148,807702,6608
-307404,807738,6621
-307165,807973,6632
-306430,807876,6644
-305548,807980,6656
-307802,808122,6668
-307229,807980,6679
-306714,807738,6691
-307472,807430,6703
-306693,807480,6715
-307853,807499,6726
-308117,807785,6738
-306082,808119,6750
-306217,808072,6762
-4807,807922,6773
-5767169,807493,6786
-306050,807161,6797
-306951,807072,6809
-307839,807229,6820
-307022,807569,6833
-307500,807825,6844
-307333,807964,6856
-307098,807791,6867
-307566,807503,6880
-307396,807397,6891
-306929,807263,6903
-307152,807396,6915
-306421,807523,6927
-306855,807773,6938
-307537,808040,6950
-306434,808040,6962
-307345,807947,6974
-307406,807684,6985
-307286,807553,6998
-307752,807615,7009
-306373,807782,7021
-307022,807997,7032
-307742,807848,7045
-306574,807893,7056
-306682,807844,7068
-306866,807891,7079
-307429,808008,7092
-306817,807775,7103
-306762,807806,7115
-307092,807680,7127
-306937,807951,7139
-307795,808163,7150
-306689,808188,7162
-306102,808013,7174
-307984,807777,7186
-307715,807691,7197
-307204,807830,7209
-307339,807905,7221
-306738,807971,7233
-307214,808157,7244
-307562,808138,7257
-306925,807947,7268
-307360,807884,7280
-307453,807780,7291
-307021,807458,7304
-308033,807376,7315
-307533,807622,7327
-307224,807862,7339
-307645,808123,7351
-307303,808007,7362
-307215,807821,7374
-305992,807463,7386
-306550,807318,7398
-307575,807282,7409
-306953,807486,7421
-307005,807870,7433
-306617,808046,7445
-307464,808075,7456
-307578,807864,7469
-306961,807386,7480
-306696,807263,7492
-307043,807176,7503
-307778,807447,7516
-307088,807681,7527
-306258,807829,7539
